Rk,Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
459,Tyler Smith\smithty02,20,MIL,PF,23,0,122,24,50,0.48,13,30,0.433,11,20,0.55,0.61,6,8,0.75,6,19,25,4,3,4,8,11,67
460,Adam Flagler\flaglad01,25,OKC,SG,37,0,203,25,96,0.26,14,72,0.194,11,24,0.458,0.333,1,2,0.5,7,20,27,12,8,3,4,15,65
461,Jeenathan Williams\willije02,25,HOU,SG,20,0,147,27,62,0.435,6,26,0.231,21,36,0.583,0.484,5,8,0.625,5,8,13,9,8,4,14,16,65
462,Bronny James\jamesbr02,20,LAL,SG,27,1,181,21,67,0.313,9,32,0.281,12,35,0.343,0.381,11,14,0.786,4,14,18,22,9,3,13,13,62
463,De'Anthony Melton\meltode01,26,GSW,SG,6,2,121,22,54,0.407,13,35,0.371,9,19,0.474,0.528,5,8,0.625,6,14,20,17,7,2,10,18,62
464,Tony Bradley\bradlto01,27,IND,C,14,0,113,29,45,0.644,1,3,0.333,28,42,0.667,0.656,2,6,0.333,18,24,42,6,2,9,5,11,61
465,Markelle Fultz\fultzma01,26,SAC,PG,21,0,184,28,67,0.418,4,8,0.5,24,59,0.407,0.448,1,1,1.0,6,14,20,27,10,2,15,12,61
466,Cole Swider\swideco01,25,2TM,SF,10,0,169,22,63,0.349,15,47,0.319,7,16,0.438,0.468,0,1,0.0,5,22,27,3,4,2,4,12,59
466,Cole Swider\swideco01,25,DET,SF,2,0,13,0,5,0.0,0,5,0.0,0,0,,0.0,0,0,,0,2,2,1,0,0,0,1,0
466,Cole Swider\swideco01,25,TOR,SF,8,0,156,22,58,0.379,15,42,0.357,7,16,0.438,0.509,0,1,0.0,5,20,25,2,4,2,4,11,59
467,Bruno Fernando\fernabr01,26,TOR,C,17,2,147,26,49,0.531,0,0,,26,49,0.531,0.531,6,8,0.75,21,30,51,18,4,9,14,27,58
468,Dario Šarić\saricda01,30,DEN,C,16,4,210,21,58,0.362,7,26,0.269,14,32,0.438,0.422,7,10,0.7,14,36,50,23,7,1,15,19,56
469,Markieff Morris\morrima02,35,2TM,PF,15,2,165,21,70,0.3,9,36,0.25,12,34,0.353,0.364,5,6,0.833,3,20,23,21,2,3,5,16,56
469,Markieff Morris\morrima02,35,DAL,PF,7,0,41,5,22,0.227,2,13,0.154,3,9,0.333,0.273,0,0,,0,8,8,4,1,1,2,2,12
469,Markieff Morris\morrima02,35,LAL,PF,8,2,124,16,48,0.333,7,23,0.304,9,25,0.36,0.406,5,6,0.833,3,12,15,17,1,2,3,14,44
470,Tyson Etienne\etienty01,25,BRK,PG,7,0,151,17,52,0.327,13,44,0.295,4,8,0.5,0.452,8,10,0.8,3,6,9,12,3,1,8,17,55
471,Killian Hayes\hayeski01,23,BRK,PG,6,5,162,18,43,0.419,8,21,0.381,10,22,0.455,0.512,10,12,0.833,5,13,18,31,4,4,9,13,54
472,Drew Peterson\peterdr01,25,BOS,PF,25,1,186,17,41,0.415,13,33,0.394,4,8,0.5,0.573,7,9,0.778,9,31,40,13,5,2,8,18,54
473,Kobe Bufkin\bufkiko01,21,ATL,SG,10,0,124,18,47,0.383,4,19,0.211,14,28,0.5,0.426,13,18,0.722,5,16,21,17,3,2,8,9,53
474,Garrett Temple\templga01,38,TOR,SG,28,0,227,18,60,0.3,6,28,0.214,12,32,0.375,0.35,11,12,0.917,9,20,29,31,17,2,10,23,53
475,Chuma Okeke\okekech01,26,2TM,PF,9,3,196,20,40,0.5,11,28,0.393,9,12,0.75,0.638,2,3,0.667,21,26,47,15,5,4,3,5,53
475,Chuma Okeke\okekech01,26,PHI,PF,7,3,171,18,33,0.545,10,22,0.455,8,11,0.727,0.697,2,3,0.667,20,23,43,13,5,3,3,5,48
475,Chuma Okeke\okekech01,26,CLE,PF,2,0,25,2,7,0.286,1,6,0.167,1,1,1.0,0.357,0,0,,1,3,4,2,0,1,0,0,5
476,Patrick Baldwin Jr.\baldwpa01,22,2TM,SF,24,0,107,19,35,0.543,13,23,0.565,6,12,0.5,0.729,2,4,0.5,5,20,25,3,3,2,5,7,53
476,Patrick Baldwin Jr.\baldwpa01,22,WAS,SF,22,0,101,17,33,0.515,11,21,0.524,6,12,0.5,0.682,2,4,0.5,5,17,22,2,3,2,5,5,47
476,Patrick Baldwin Jr.\baldwpa01,22,LAC,SF,2,0,6,2,2,1.0,2,2,1.0,0,0,,1.5,0,0,,0,3,3,1,0,0,0,2,6
477,Oshae Brissett\brissos01,26,PHI,SF,6,2,142,19,39,0.487,6,18,0.333,13,21,0.619,0.564,8,14,0.571,7,15,22,4,4,3,8,14,52
478,Ariel Hukporti\hukpoar01,22,NYK,C,25,1,217,21,31,0.677,0,0,,21,31,0.677,0.677,6,13,0.462,14,37,51,11,1,15,21,32,48
479,Enrique Freeman\freemen01,24,IND,PF,22,1,181,16,37,0.432,1,10,0.1,15,27,0.556,0.446,13,19,0.684,11,19,30,9,3,3,6,21,46
480,Kevin Knox\knoxke01,25,GSW,SF,14,0,84,18,36,0.5,4,15,0.267,14,21,0.667,0.556,6,8,0.75,7,10,17,5,2,4,4,6,46
481,Keshad Johnson\johnske10,23,MIA,SF,16,0,98,18,26,0.692,3,7,0.429,15,19,0.789,0.75,4,9,0.444,6,22,28,4,5,4,4,11,43
482,Daeqwon Plowden\plowdda01,26,ATL,SG,6,0,72,16,25,0.64,9,17,0.529,7,8,0.875,0.82,2,2,1.0,4,7,11,2,0,0,4,10,43
483,Jaylen Sims\simsja01,26,CHO,SG,6,0,112,12,28,0.429,6,15,0.4,6,13,0.462,0.536,12,15,0.8,3,3,6,12,3,1,8,10,42
484,Pete Nance\nancepe01,24,2TM,PF,13,1,138,14,32,0.438,9,24,0.375,5,8,0.625,0.578,1,2,0.5,5,16,21,10,2,2,4,17,38
484,Pete Nance\nancepe01,24,PHI,C,7,0,68,5,15,0.333,4,12,0.333,1,3,0.333,0.467,1,2,0.5,2,8,10,3,1,0,0,10,15
484,Pete Nance\nancepe01,24,MIL,PF,6,1,70,9,17,0.529,5,12,0.417,4,5,0.8,0.676,0,0,,3,8,11,7,1,2,4,7,23
485,Emoni Bates\batesem01,21,CLE,SF,10,0,75,13,38,0.342,11,30,0.367,2,8,0.25,0.487,0,0,,0,7,7,8,1,1,2,4,37
486,Chris Duarte\duartch01,27,CHI,SG,17,0,74,12,26,0.462,6,15,0.4,6,11,0.545,0.577,6,8,0.75,5,15,20,9,0,0,1,7,36
487,Alex Ducas\ducasal01,24,OKC,SG,21,0,125,12,30,0.4,10,21,0.476,2,9,0.222,0.567,2,2,1.0,9,17,26,5,5,0,4,12,36
488,Yuki Kawamura\kawamyu01,23,MEM,PG,22,0,93,11,30,0.367,7,23,0.304,4,7,0.571,0.483,7,9,0.778,0,12,12,19,2,0,5,8,36
489,Nae'Qwan Tomlin\tomlina01,24,CLE,PF,5,1,63,13,32,0.406,2,10,0.2,11,22,0.5,0.438,8,11,0.727,9,12,21,2,0,1,2,9,36
490,Isaiah Jackson\jacksis01,23,IND,C,5,1,84,14,23,0.609,0,0,,14,23,0.609,0.609,7,14,0.5,11,17,28,5,3,8,5,14,35
491,TyTy Washington Jr.\washity02,23,PHO,PG,16,0,118,14,45,0.311,4,21,0.19,10,24,0.417,0.356,3,6,0.5,4,9,13,16,3,0,3,4,35
492,Xavier Tillman Sr.\tillmxa01,26,BOS,C,33,2,231,13,53,0.245,5,32,0.156,8,21,0.381,0.292,3,4,0.75,10,33,43,7,11,5,14,18,34
493,Kylor Kelley\kelleky01,27,2TM,C,11,2,126,14,22,0.636,0,0,,14,22,0.636,0.636,6,10,0.6,12,27,39,5,1,3,4,15,34
493,Kylor Kelley\kelleky01,27,DAL,C,8,1,67,10,13,0.769,0,0,,10,13,0.769,0.769,4,6,0.667,8,13,21,2,0,2,1,8,24
493,Kylor Kelley\kelleky01,27,NOP,C,3,1,59,4,9,0.444,0,0,,4,9,0.444,0.444,2,4,0.5,4,14,18,3,1,1,3,7,10
494,JD Davison\davisjd01,22,BOS,PG,16,0,93,12,34,0.353,4,18,0.222,8,16,0.5,0.412,5,7,0.714,2,11,13,13,5,1,13,2,33
495,PJ Hall\hallpj01,22,DEN,C,19,0,66,14,24,0.583,2,8,0.25,12,16,0.75,0.625,3,4,0.75,6,16,22,4,0,4,2,11,33
496,Trey Alexander\alexatr01,21,DEN,SG,24,0,117,13,41,0.317,3,17,0.176,10,24,0.417,0.354,3,4,0.75,1,11,12,11,2,1,5,10,32
497,Elijah Harkless\harklej01,24,UTA,SG,10,0,138,11,35,0.314,7,25,0.28,4,10,0.4,0.414,3,6,0.5,9,12,21,8,10,1,3,18,32
498,Josh Richardson\richajo01,31,MIA,SG,8,0,150,11,38,0.289,6,22,0.273,5,16,0.313,0.368,4,4,1.0,6,6,12,12,8,1,8,17,32
499,Sidy Cissoko\cissosi01,20,2TM,SF,22,0,114,13,30,0.433,3,13,0.231,10,17,0.588,0.483,3,9,0.333,8,13,21,15,2,1,11,10,32
499,Sidy Cissoko\cissosi01,20,SAS,SF,17,0,54,9,18,0.5,3,7,0.429,6,11,0.545,0.583,1,6,0.167,3,7,10,6,1,0,2,6,22
499,Sidy Cissoko\cissosi01,20,POR,SF,5,0,60,4,12,0.333,0,6,0.0,4,6,0.667,0.333,2,3,0.667,5,6,11,9,1,1,9,4,10
500,Pacome Dadiet\dadiepa01,19,NYK,SG,18,0,111,10,31,0.323,6,19,0.316,4,12,0.333,0.419,4,6,0.667,3,15,18,5,3,2,4,7,30
501,RayJ Dennis\dennira01,23,IND,PG,11,0,70,11,33,0.333,6,21,0.286,5,12,0.417,0.424,2,2,1.0,2,10,12,14,7,2,5,7,30
502,Chris Livingston\livinch01,21,MIL,SF,21,1,106,9,27,0.333,0,8,0.0,9,19,0.474,0.333,12,16,0.75,10,25,35,5,5,0,6,8,30
503,Josh Christopher\chrisjo01,23,MIA,SG,14,0,69,11,31,0.355,2,11,0.182,9,20,0.45,0.387,4,6,0.667,0,9,9,8,5,3,6,2,28
504,Marcus Garrett\garrema01,26,CHO,SG,4,0,79,11,27,0.407,3,8,0.375,8,19,0.421,0.463,3,4,0.75,1,5,6,13,3,2,6,10,28
505,Matt Ryan\ryanma01,27,NYK,SF,19,0,68,10,31,0.323,6,19,0.316,4,12,0.333,0.419,2,2,1.0,0,8,8,3,2,0,3,1,28
506,Spencer Jones\jonessp01,23,DEN,SF,20,0,125,11,34,0.324,1,17,0.059,10,17,0.588,0.338,3,3,1.0,8,9,17,5,5,5,5,17,26
507,Vlatko Čančar\cancavl01,27,DEN,PF,13,0,136,10,26,0.385,4,15,0.267,6,11,0.545,0.462,0,0,,6,26,32,9,3,2,11,10,24
508,N'Faly Dante\nfalyda01,23,HOU,C,4,0,51,10,13,0.769,0,0,,10,13,0.769,0.769,4,5,0.8,6,15,21,2,1,5,2,9,24
509,Jazian Gortman\gortmja01,21,DAL,PG,16,0,57,9,23,0.391,4,11,0.364,5,12,0.417,0.478,2,4,0.5,1,4,5,6,2,1,5,9,24
510,Jae Crowder\crowdja01,34,SAC,PF,9,2,103,7,22,0.318,4,15,0.267,3,7,0.429,0.409,5,6,0.833,6,14,20,6,3,0,4,10,23
511,Mason Jones\jonesma05,26,SAC,SG,10,0,45,9,18,0.5,1,8,0.125,8,10,0.8,0.528,4,5,0.8,2,7,9,11,0,1,1,3,23
512,Jacob Toppin\toppija01,24,2TM,SF,17,0,76,9,22,0.409,5,10,0.5,4,12,0.333,0.523,0,0,,3,12,15,6,2,0,3,3,23
512,Jacob Toppin\toppija01,24,NYK,SF,16,0,49,3,10,0.3,0,2,0.0,3,8,0.375,0.3,0,0,,2,9,11,4,2,0,2,3,6
512,Jacob Toppin\toppija01,24,ATL,SF,1,0,27,6,12,0.5,5,8,0.625,1,4,0.25,0.708,0,0,,1,3,4,2,0,0,1,0,17
513,Jackson Rowe\roweja01,28,GSW,PF,6,0,52,8,17,0.471,3,10,0.3,5,7,0.714,0.559,3,6,0.5,3,8,11,4,4,0,1,4,22
514,E.J. Liddell\liddeej01,24,CHI,PF,12,0,53,8,15,0.533,3,10,0.3,5,5,1.0,0.633,2,2,1.0,3,6,9,3,1,1,2,11,21
515,Leonard Miller\millele01,21,MIN,SF,13,0,32,6,15,0.4,0,5,0.0,6,10,0.6,0.4,8,8,1.0,3,8,11,0,2,1,2,2,20
516,Cam Christie\chrisca02,19,LAC,SG,13,0,59,7,24,0.292,2,13,0.154,5,11,0.455,0.333,2,4,0.5,3,9,12,6,5,1,2,4,18
517,Justin Minaya\minayju01,25,POR,SF,19,0,101,8,21,0.381,2,10,0.2,6,11,0.545,0.429,0,2,0.0,5,5,10,7,6,1,5,12,18
518,Jamaree Bouyea\bouyeja01,25,MIL,PG,5,1,62,6,12,0.5,1,5,0.2,5,7,0.714,0.542,4,6,0.667,1,4,5,10,4,2,8,2,17
519,David Duke Jr.\dukeda01,25,SAS,SG,6,0,34,6,14,0.429,3,6,0.5,3,8,0.375,0.536,1,2,0.5,1,4,5,4,1,0,2,1,16
520,Malachi Flynn\flynnma01,26,CHO,PG,4,0,44,5,13,0.385,1,4,0.25,4,9,0.444,0.423,5,6,0.833,3,4,7,7,3,0,4,4,16
521,Joe Ingles\inglejo01,37,MIN,SF,19,1,114,6,23,0.261,3,15,0.2,3,8,0.375,0.326,0,0,,2,9,11,23,2,0,9,12,15
522,Bobi Klintman\klintbo01,21,DET,SF,8,0,42,6,10,0.6,2,5,0.4,4,5,0.8,0.7,1,2,0.5,1,6,7,7,2,1,1,8,15
523,Stanley Umude\umudest01,25,MIL,SG,22,0,86,5,26,0.192,3,15,0.2,2,11,0.182,0.25,2,4,0.5,4,13,17,4,3,6,3,8,15
524,Taylor Hendricks\hendrta01,21,UTA,PF,3,3,75,4,18,0.222,3,12,0.25,1,6,0.167,0.306,3,4,0.75,5,10,15,2,5,4,2,8,14
525,Jack McVeigh\mcveija01,28,HOU,PF,9,0,43,5,17,0.294,4,13,0.308,1,4,0.25,0.412,0,0,,2,3,5,1,0,2,2,3,14
526,Tolu Smith\smithto05,24,DET,PF,1,0,22,6,9,0.667,0,0,,6,9,0.667,0.667,2,3,0.667,4,4,8,0,0,0,2,3,14
527,Armel Traoré\armeltr01,22,LAL,SF,9,0,67,6,19,0.316,0,7,0.0,6,12,0.5,0.316,2,7,0.286,2,13,15,1,4,2,3,6,14
528,Isaiah Crawford\crawfis01,23,SAC,SF,15,0,46,5,11,0.455,1,5,0.2,4,6,0.667,0.5,2,4,0.5,1,7,8,1,1,2,1,2,13
529,Bryce McGowens\mcgowbr01,22,POR,SG,13,0,32,4,14,0.286,0,4,0.0,4,10,0.4,0.286,5,6,0.833,2,1,3,2,1,0,4,3,13
530,Luke Travers\travelu01,23,CLE,SG,12,0,88,5,20,0.25,0,9,0.0,5,11,0.455,0.25,2,2,1.0,8,12,20,8,1,1,8,6,12
531,Trentyn Flowers\flowetr01,19,LAC,SF,6,0,27,4,11,0.364,0,2,0.0,4,9,0.444,0.364,3,3,1.0,1,3,4,0,0,0,1,4,11
532,Jahmir Young\youngja05,24,CHI,PG,6,0,30,4,5,0.8,1,2,0.5,3,3,1.0,0.9,2,2,1.0,1,2,3,6,0,0,1,2,11
533,Emanuel Miller\milleem01,24,CHI,PF,6,0,25,4,8,0.5,0,1,0.0,4,7,0.571,0.5,2,2,1.0,4,4,8,2,1,0,0,3,10
534,Jalen Bridges\bridgja01,23,PHO,SF,8,0,30,2,7,0.286,2,7,0.286,0,0,,0.429,3,4,0.75,0,4,4,0,0,0,4,0,9
535,Liam Robbins\robbili01,25,MIL,C,13,0,57,2,8,0.25,0,2,0.0,2,6,0.333,0.25,5,10,0.5,7,5,12,2,2,2,6,9,9
536,P.J. Tucker\tuckepj01,39,NYK,SF,3,1,58,3,7,0.429,3,6,0.5,0,1,0.0,0.643,0,0,,4,4,8,0,1,1,1,8,9
537,James Johnson\johnsja01,37,IND,PF,12,0,37,4,11,0.364,0,3,0.0,4,8,0.5,0.364,0,1,0.0,0,6,6,4,0,2,4,5,8
538,Adama Sanogo\sanogad01,22,CHI,C,4,0,21,4,7,0.571,0,0,,4,7,0.571,0.571,0,0,,5,1,6,1,0,0,1,1,8
539,Anton Watson\watsoan02,24,NYK,SF,9,0,22,4,9,0.444,0,1,0.0,4,8,0.5,0.444,0,0,,1,2,3,2,1,0,2,3,8
540,Phillip Wheeler\wheelph02,22,PHI,PF,5,0,44,3,21,0.143,0,10,0.0,3,11,0.273,0.143,2,2,1.0,2,6,8,2,1,2,1,1,8
541,PJ Dozier\doziepj01,28,MIN,SG,9,0,35,2,3,0.667,2,3,0.667,0,0,,1.0,1,6,0.167,1,4,5,5,1,0,1,3,7
542,Daniss Jenkins\jenkida01,23,DET,PG,7,0,23,3,10,0.3,1,7,0.143,2,3,0.667,0.35,0,2,0.0,0,2,2,3,0,0,1,2,7
543,Miles Norris\norrimi01,24,BOS,PF,3,0,35,2,9,0.222,2,7,0.286,0,2,0.0,0.333,1,2,0.5,2,7,9,0,2,1,0,0,7
544,Kevin McCullar Jr.\mcculke01,23,NYK,SF,4,0,29,2,7,0.286,0,1,0.0,2,6,0.333,0.286,2,2,1.0,0,8,8,2,1,1,0,6,6
545,Isaiah Mobley\mobleis01,25,PHI,PF,1,0,17,2,7,0.286,1,3,0.333,1,4,0.25,0.357,1,2,0.5,1,3,4,5,1,1,0,3,6
546,Taze Moore\mooreta02,26,POR,SG,2,0,20,2,10,0.2,1,4,0.25,1,6,0.167,0.25,1,2,0.5,4,4,8,1,2,0,2,0,6
547,James Wiseman\wisemja01,23,IND,C,1,0,5,2,4,0.5,0,1,0.0,2,3,0.667,0.5,2,2,1.0,0,1,1,0,0,0,0,0,6
548,Ulrich Chomche\chomcul01,19,TOR,PF,7,0,32,2,5,0.4,0,0,,2,5,0.4,0.4,1,2,0.5,4,4,8,2,0,1,2,5,5
549,Skal Labissière\labissk01,28,SAC,PF,4,0,12,2,4,0.5,1,1,1.0,1,3,0.333,0.625,0,0,,1,2,3,1,0,0,0,1,5
550,Alondes Williams\willial06,25,DET,SG,1,0,4,2,2,1.0,1,1,1.0,1,1,1.0,1.25,0,0,,0,0,0,1,0,0,0,0,5
551,Ron Harper Jr.\harpero02,24,DET,SF,1,0,17,1,8,0.125,0,6,0.0,1,2,0.5,0.125,2,2,1.0,4,3,7,2,0,0,0,0,4
552,Harrison Ingram\ingraha01,22,SAS,SF,5,0,35,2,4,0.5,0,1,0.0,2,3,0.667,0.5,0,0,,2,7,9,3,3,0,1,2,4
553,D.J. Carton\cartodj01,24,TOR,SG,4,0,33,1,7,0.143,0,3,0.0,1,4,0.25,0.143,1,1,1.0,0,4,4,3,2,0,4,1,3
554,Cui Yongxi\cuiyo01,21,BRK,SG,5,0,10,1,7,0.143,0,3,0.0,1,4,0.25,0.143,1,2,0.5,0,2,2,0,0,0,0,0,3
555,Braxton Key\keybr01,27,GSW,SF,3,0,11,0,4,0.0,0,1,0.0,0,3,0.0,0.0,3,6,0.5,1,1,2,0,2,0,1,0,3
556,Tristen Newton\newtotr01,23,2TM,SG,8,0,16,1,8,0.125,0,3,0.0,1,5,0.2,0.125,1,1,1.0,2,2,4,2,1,0,2,4,3
556,Tristen Newton\newtotr01,23,IND,SG,5,0,8,1,6,0.167,0,3,0.0,1,3,0.333,0.167,1,1,1.0,0,0,0,1,0,0,1,2,3
556,Tristen Newton\newtotr01,23,MIN,SG,3,0,8,0,2,0.0,0,0,,0,2,0.0,0.0,0,0,,2,2,4,1,1,0,1,2,0
557,Quincy Olivari\olivaqu01,23,LAL,PG,2,0,10,1,5,0.2,1,5,0.2,0,0,,0.3,0,0,,0,0,0,1,0,0,1,0,3
558,Yuri Collins\colliyu01,23,GSW,PG,2,0,16,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,2,1,3,4,2,0,0,5,2
559,Malevy Leons\leonsma01,25,OKC,SF,6,0,21,0,2,0.0,0,1,0.0,0,1,0.0,0.0,2,4,0.5,1,2,3,1,0,0,1,4,2
560,Daishen Nix\nixda01,22,MIN,PG,3,0,13,0,1,0.0,0,1,0.0,0,0,,0.0,1,2,0.5,0,4,4,3,0,0,4,1,1
561,Terence Davis\daviste02,27,SAC,SG,1,0,8,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,1,1,1,0,0,0,0,0
562,Jesse Edwards\edwarje01,24,MIN,C,2,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,2,0
563,Mac McClung\mccluma01,26,ORL,SG,2,0,10,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,1,1,3,0,0,0,2,0
564,Jalen McDaniels\mcdanja01,27,WAS,SF,4,0,7,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,1,0,0,0,0
565,Riley Minix\minixri01,24,SAS,SF,1,0,7,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,2,2,0,0,0,0,0,0
566,Jahlil Okafor\okafoja01,29,IND,C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0
567,Zyon Pullin\pullizy01,23,MEM,SG,3,0,3,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0
568,Isaiah Stevens\steveis01,24,MIA,PG,3,0,6,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,2,2,0,1,0,0,0,0
569,Terry Taylor\taylote01,25,SAC,PF,3,0,6,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,1,0,1,2,0,0,0,0,0
