Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
340,Mike Muscala\muscami01,C,32,TOT,26,366,8.5,0.501,0.592,0.224,6.6,16.7,11.6,8.6,0.8,2.0,13.6,14.3,,-0.1,0.1,0.0,0.002,,-3.8,-1.6,-5.5,-0.3
340,Mike Muscala\muscami01,C,32,WAS,24,338,7.6,0.481,0.567,0.222,6.8,17.1,11.9,8.1,0.7,1.7,13.9,14.3,,-0.2,0.1,-0.1,-0.011,,-4.5,-1.9,-6.4,-0.4
340,Mike Muscala\muscami01,C,32,DET,2,28,18.8,0.732,0.875,0.25,3.9,12.3,8.0,14.7,1.7,5.9,10.1,14.8,,0.1,0.0,0.1,0.163,,4.1,1.6,5.7,0.1
341,Svi Mykhailiuk\mykhasv01,SF,26,BOS,19,150,3.9,0.401,0.784,0.118,3.7,8.2,6.0,5.1,2.0,0.0,10.1,17.1,,-0.3,0.2,-0.1,-0.029,,-6.9,-1.2,-8.2,-0.2
342,Larry Nance Jr.\nancela02,C,31,NOP,26,457,16.3,0.672,0.303,0.273,8.8,23.3,16.1,8.9,2.9,2.2,16.6,12.5,,0.7,0.8,1.5,0.162,,0.4,2.2,2.6,0.5
343,Pete Nance\nancepe01,PF,23,CLE,1,3,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,,0.0,0.0,0.0,-0.65,,-26.8,-12.8,-39.6,0.0
344,Andrew Nembhard\nembhan01,PG,24,IND,29,598,10.5,0.538,0.282,0.117,3.3,6.2,4.7,25.2,2.0,0.1,20.5,18.9,,0.0,0.2,0.1,0.012,,-2.6,-1.5,-4.0,-0.3
345,Aaron Nesmith\nesmiaa01,SF,24,IND,38,968,13.3,0.65,0.551,0.199,3.8,11.1,7.4,5.4,2.0,2.1,8.9,16.0,,1.3,0.6,1.9,0.093,,0.0,-0.2,-0.2,0.4
346,Georges Niang\niangge01,PF,30,CLE,40,882,9.7,0.566,0.629,0.075,1.8,16.9,9.4,7.6,0.6,0.8,9.1,17.7,,0.3,1.1,1.4,0.075,,-2.5,-0.1,-2.6,-0.1
347,Daishen Nix\nixda01,PG,21,MIN,6,21,6.6,0.45,0.625,0.25,0.0,5.1,2.7,0.0,2.3,0.0,0.0,18.5,,0.0,0.0,0.0,-0.005,,-4.8,0.3,-4.6,0.0
348,Zeke Nnaji\nnajize01,PF,23,DEN,35,333,11.7,0.543,0.174,0.453,13.4,11.8,12.6,7.1,1.3,5.2,18.2,16.4,,0.1,0.4,0.5,0.076,,-4.4,-0.1,-4.5,-0.2
349,Jaylen Nowell\nowelja01,SG,24,MEM,9,156,6.7,0.453,0.418,0.055,2.0,8.0,4.9,15.4,0.9,0.0,8.2,16.8,,-0.1,0.1,0.0,-0.005,,-6.0,-1.5,-7.5,-0.2
350,Markquis Nowell\nowelma01,SG,24,TOR,1,4,55.7,0.532,0.0,2.0,54.0,0.0,27.6,55.9,12.1,0.0,0.0,20.1,,0.0,0.0,0.1,0.687,,29.0,14.6,43.6,0.0
351,Frank Ntilikina\ntilila01,PG,25,CHO,1,4,-11.4,0.0,1.0,0.0,0.0,29.5,13.9,29.6,0.0,0.0,50.0,21.6,,0.0,0.0,0.0,-0.498,,-19.9,-10.0,-29.9,0.0
352,Jusuf Nurkić\nurkiju01,C,29,PHO,40,1111,17.6,0.562,0.21,0.371,11.9,31.5,22.1,18.3,1.6,3.4,15.9,19.8,,1.2,1.8,3.1,0.133,,-0.6,1.1,0.6,0.7
353,Jordan Nwora\nworajo01,SF,25,TOT,19,187,12.4,0.552,0.446,0.133,4.9,15.5,10.2,12.5,1.5,0.4,12.0,22.2,,0.0,0.1,0.1,0.024,,-1.5,-2.3,-3.7,-0.1
353,Jordan Nwora\nworajo01,SF,25,IND,18,183,12.1,0.541,0.439,0.134,5.0,15.8,10.4,12.8,1.5,0.4,12.1,22.4,,0.0,0.1,0.1,0.021,,-1.8,-2.3,-4.1,-0.1
353,Jordan Nwora\nworajo01,SF,25,TOR,1,4,28.4,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,,0.0,0.0,0.0,0.163,,13.4,-0.3,13.1,0.0
354,Royce O'Neale\onealro01,SF,30,BRK,41,1017,10.0,0.522,0.808,0.074,3.3,16.9,9.9,15.9,1.4,2.1,13.3,13.5,,0.4,0.9,1.3,0.059,,-1.7,0.9,-0.8,0.3
355,Chuma Okeke\okekech01,SF,25,ORL,26,336,9.4,0.521,0.724,0.057,6.0,17.8,11.8,6.9,1.0,1.9,11.0,12.8,,0.0,0.5,0.5,0.071,,-1.5,0.4,-1.1,0.1
356,Josh Okogie\okogijo01,SG,25,PHO,36,666,11.4,0.53,0.468,0.553,8.4,8.8,8.6,9.1,2.4,2.3,10.7,12.8,,0.6,0.7,1.3,0.096,,-2.0,0.9,-1.1,0.2
357,Onyeka Okongwu\okongon01,C,23,ATL,41,1011,15.9,0.654,0.186,0.352,10.8,19.0,14.7,7.4,0.8,3.5,10.4,13.2,,2.3,0.6,2.9,0.139,,-0.5,-0.4,-0.9,0.3
358,Isaac Okoro\okorois01,SF,23,CLE,31,816,11.5,0.584,0.394,0.325,5.8,8.8,7.3,10.5,1.6,1.3,10.8,13.7,,0.9,1.0,2.0,0.116,,-2.1,1.2,-0.9,0.2
359,Kelly Olynyk\olynyke01,C,32,UTA,42,873,16.5,0.661,0.33,0.326,7.0,19.7,13.5,28.7,2.0,1.2,22.2,15.4,,1.8,0.9,2.7,0.148,,0.7,1.8,2.5,1.0
360,Eugene Omoruyi\omorueu01,SF,26,WAS,19,110,24.8,0.662,0.309,0.382,10.5,16.8,13.6,16.3,3.8,0.7,12.3,28.0,,0.3,0.1,0.4,0.168,,3.2,0.7,3.9,0.2
361,Cedi Osman\osmande01,SF,28,SAS,42,757,11.9,0.591,0.554,0.174,2.4,13.5,7.8,14.3,1.2,0.6,8.8,15.8,,0.7,0.4,1.1,0.068,,-1.4,-0.8,-2.2,0.0
362,Kelly Oubre Jr.\oubreke01,SF,28,PHI,29,792,13.3,0.573,0.45,0.215,3.8,13.2,8.6,5.2,2.3,1.3,7.6,19.0,,0.6,1.1,1.7,0.103,,-1.0,0.0,-1.1,0.2
363,Chris Paul\paulch01,PG,38,GSW,32,882,14.4,0.543,0.486,0.171,1.2,13.8,7.5,34.6,2.0,0.3,12.6,14.3,,1.7,0.7,2.4,0.129,,0.1,0.8,0.8,0.6
364,Cameron Payne\payneca01,PG,29,MIL,39,596,12.5,0.626,0.597,0.204,0.6,7.4,4.1,19.8,1.2,0.3,12.1,16.4,,1.0,0.3,1.3,0.104,,-0.8,-1.1,-1.9,0.0
365,Gary Payton II\paytoga02,SG,31,GSW,16,261,11.3,0.524,0.405,0.114,6.6,13.4,10.0,6.8,3.2,1.7,10.8,14.9,,0.0,0.3,0.4,0.065,,-2.8,1.8,-1.0,0.1
366,Drew Peterson\peterdr01,PF,24,BOS,1,3,43.7,1.5,1.0,0.0,0.0,0.0,0.0,60.3,0.0,0.0,0.0,14.3,,0.0,0.0,0.0,0.76,,28.4,13.5,41.9,0.0
367,Filip Petrušev\petrufi01,C,23,TOT,3,10,5.0,0.521,0.0,1.0,0.0,10.9,5.5,0.0,0.0,0.0,0.0,12.2,,0.0,0.0,0.0,0.028,,-4.9,-3.3,-8.2,0.0
367,Filip Petrušev\petrufi01,C,23,PHI,1,3,4.0,,,,0.0,36.4,18.4,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.072,,-2.9,-2.1,-5.1,0.0
367,Filip Petrušev\petrufi01,C,23,SAC,2,7,5.4,0.521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,,0.0,0.0,0.0,0.009,,-5.7,-3.8,-9.5,0.0
368,Julian Phillips\phillju01,SF,20,CHI,22,99,3.2,0.349,0.5,0.167,3.3,9.2,6.2,9.2,0.5,3.1,7.2,12.3,,-0.1,0.1,-0.1,-0.034,,-7.3,-0.4,-7.7,-0.1
369,Jalen Pickett\pickeja02,SG,24,DEN,15,90,9.3,0.599,0.72,0.08,1.3,12.1,6.8,13.9,1.6,0.0,18.8,15.4,,0.0,0.1,0.1,0.056,,-2.5,-0.5,-3.0,0.0
370,Scotty Pippen Jr.\pippesc02,PG,23,MEM,1,5,17.8,0.615,0.0,0.5,21.3,0.0,11.0,33.0,0.0,0.0,29.1,29.4,,0.0,0.0,0.0,0.036,,1.6,-6.7,-5.1,0.0
371,Mason Plumlee\plumlma01,C,33,LAC,11,173,18.1,0.694,0.0,1.0,8.2,26.3,17.5,9.2,1.4,2.1,9.3,13.6,,0.5,0.2,0.7,0.2,,1.0,1.4,2.4,0.2
372,Brandin Podziemski\podzibr01,SG,20,GSW,34,828,13.5,0.549,0.428,0.134,6.8,17.9,12.3,18.5,1.8,0.5,12.9,16.6,,0.8,0.7,1.5,0.089,,-0.2,0.3,0.0,0.4
373,Jakob Poeltl\poeltja01,C,28,TOR,36,954,18.1,0.675,0.0,0.319,11.2,23.7,17.3,13.0,1.2,4.6,16.8,15.2,,1.7,1.2,2.9,0.144,,-0.6,1.2,0.7,0.6
374,Aleksej Pokusevski\pokusal01,PF,22,OKC,7,43,-0.4,0.253,0.727,0.182,5.5,14.8,10.4,13.2,0.0,2.2,20.2,15.0,,-0.1,0.0,-0.1,-0.119,,-9.3,-2.2,-11.5,-0.1
375,Jordan Poole\poolejo01,SG,24,WAS,41,1196,11.2,0.526,0.437,0.22,1.4,7.0,4.2,17.0,1.6,0.9,12.2,26.2,,-1.0,0.2,-0.8,-0.033,,-3.4,-2.6,-6.0,-1.2
376,Craig Porter Jr.\portecr01,PG,23,CLE,27,439,15.8,0.55,0.134,0.268,3.6,14.8,9.3,28.1,1.9,2.4,15.4,20.4,,0.3,0.7,1.1,0.115,,-0.9,1.9,1.0,0.3
377,Jontay Porter\portejo01,PF,24,TOR,10,166,13.4,0.478,0.547,0.151,7.8,15.7,11.7,18.5,2.3,5.2,12.4,16.6,,0.1,0.2,0.3,0.081,,-1.6,1.5,-0.1,0.1
378,Michael Porter Jr.\portemi01,SF,25,DEN,44,1380,15.6,0.605,0.534,0.105,4.5,20.5,12.7,6.1,0.8,2.1,7.3,20.2,,1.6,1.6,3.3,0.114,,1.3,-1.1,0.2,0.8
379,Otto Porter Jr.\porteot01,SF,30,TOR,15,174,8.8,0.568,0.697,0.091,3.7,15.0,9.2,5.6,1.4,2.5,5.5,8.9,,0.1,0.2,0.3,0.082,,-3.6,0.5,-3.1,0.0
380,Bobby Portis\portibo01,PF,28,MIL,42,977,16.3,0.581,0.284,0.156,7.8,23.3,15.9,6.2,1.4,1.6,8.0,21.2,,1.1,1.0,2.1,0.105,,-0.7,-1.2,-1.9,0.0
381,Kristaps Porziņģis\porzikr01,C,28,BOS,32,960,22.2,0.658,0.414,0.467,6.1,17.6,12.1,9.9,1.1,5.6,9.9,23.6,,2.7,1.7,4.5,0.223,,3.2,2.0,5.2,1.7
382,Micah Potter\pottemi01,PF,25,UTA,2,7,1.6,0.0,1.0,0.0,0.0,61.5,31.2,0.0,0.0,0.0,0.0,5.9,,0.0,0.0,0.0,-0.054,,-8.3,-3.4,-11.7,0.0
383,Dwight Powell\poweldw01,C,32,DAL,39,624,16.4,0.753,0.023,0.849,12.3,14.5,13.4,13.4,1.7,2.1,13.9,9.3,,2.1,0.6,2.7,0.208,,0.3,0.9,1.2,0.5
384,Norman Powell\powelno01,SG,30,LAC,41,1044,14.1,0.647,0.487,0.251,0.7,9.8,5.4,5.3,1.1,1.3,7.8,19.2,,1.7,0.8,2.5,0.116,,0.5,-0.8,-0.3,0.4
385,Joshua Primo\primojo01,SG,21,LAC,1,5,-15.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18.3,60.0,43.6,,-0.1,0.0,-0.1,-0.795,,-20.2,-8.4,-28.6,0.0
386,Taurean Prince\princta02,PF,29,LAL,41,1256,8.4,0.568,0.67,0.113,1.0,9.0,5.2,7.7,1.4,1.4,9.5,13.4,,0.1,1.1,1.3,0.048,,-2.8,0.0,-2.9,-0.3
387,Payton Pritchard\pritcpa01,PG,26,BOS,43,907,13.4,0.566,0.671,0.108,5.2,10.5,8.0,18.6,1.0,0.4,7.7,15.4,,1.7,1.0,2.7,0.145,,0.7,0.2,0.9,0.7
388,Olivier-Maxence Prosper\prospol01,PF,21,DAL,23,214,10.6,0.474,0.492,0.429,7.5,19.1,13.2,11.3,0.4,0.8,5.1,15.6,,0.2,0.2,0.3,0.071,,-2.2,-1.6,-3.7,-0.1
389,Trevelin Queen\queentr01,SG,26,ORL,9,135,8.3,0.49,0.433,0.2,2.5,11.9,7.1,11.9,2.2,3.4,15.5,12.2,,0.0,0.2,0.2,0.06,,-4.8,2.0,-2.8,0.0
390,Neemias Queta\quetane01,C,24,BOS,16,206,16.8,0.598,0.0,0.333,17.2,20.8,19.1,4.6,1.7,3.0,8.8,14.2,,0.5,0.4,0.9,0.203,,-2.4,-0.2,-2.6,0.0
391,Immanuel Quickley\quickim01,SG-PG,24,TOT,41,1065,16.8,0.59,0.47,0.276,0.9,12.3,6.6,19.0,1.1,0.4,7.5,23.4,,2.2,0.9,3.1,0.14,,2.2,-0.5,1.7,1.0
391,Immanuel Quickley\quickim01,SG,24,NYK,30,720,16.8,0.598,0.484,0.281,0.8,10.9,5.9,15.7,1.1,0.4,7.6,23.9,,1.5,0.7,2.2,0.147,,2.4,-0.2,2.1,0.8
391,Immanuel Quickley\quickim01,PG,24,TOR,11,345,16.7,0.573,0.44,0.267,1.3,15.1,8.0,25.7,1.0,0.5,7.2,22.4,,0.7,0.2,0.9,0.125,,2.0,-1.1,0.8,0.2
392,Lester Quinones\quinole01,SG,23,GSW,8,54,8.2,0.503,0.571,0.095,6.0,12.2,9.1,12.8,0.9,1.7,15.5,20.1,,0.0,0.0,0.0,-0.008,,-3.3,-2.1,-5.4,0.0
393,Julius Randle\randlju01,PF,29,NYK,43,1531,18.4,0.566,0.296,0.365,6.6,21.9,14.4,22.2,0.8,0.7,14.0,29.4,,1.7,1.8,3.6,0.112,,1.7,-0.3,1.4,1.3
394,Duop Reath\reathdu01,C,27,POR,30,552,16.5,0.594,0.507,0.188,8.5,17.4,12.6,10.6,1.4,2.6,9.0,20.3,,0.9,0.5,1.3,0.117,,0.5,-0.3,0.2,0.3
395,Austin Reaves\reaveau01,SG,25,LAL,44,1323,15.7,0.616,0.416,0.32,3.1,11.9,7.7,24.2,1.4,0.3,14.7,20.4,,1.9,1.2,3.1,0.112,,0.7,-0.4,0.2,0.8
396,Cam Reddish\reddica01,SF,24,LAL,34,799,8.2,0.515,0.455,0.21,2.7,8.7,5.8,7.4,2.5,0.9,11.7,13.4,,-0.3,0.9,0.6,0.038,,-4.3,1.0,-3.2,-0.3
397,Paul Reed\reedpa01,C,24,PHI,41,630,16.3,0.587,0.106,0.2,13.4,19.7,16.6,10.6,2.0,4.2,14.0,15.4,,0.9,1.1,2.1,0.156,,-1.0,1.1,0.1,0.3
398,Naz Reid\reidna01,C,24,MIN,42,949,16.9,0.629,0.501,0.156,5.5,17.4,11.9,7.3,1.6,2.7,11.3,22.5,,0.9,1.8,2.8,0.14,,1.4,1.1,2.5,1.1
399,Jared Rhoden\rhodeja01,SG,24,DET,5,30,10.9,0.658,0.444,0.222,3.6,11.5,7.5,14.2,0.0,0.0,16.8,16.6,,0.0,0.0,0.0,0.049,,-2.7,-1.0,-3.7,0.0
400,Nick Richards\richani01,C,26,CHO,32,778,16.7,0.708,0.0,0.466,10.6,25.0,17.4,4.9,0.8,4.6,12.9,12.5,,1.7,0.6,2.2,0.139,,-1.7,-0.4,-2.1,0.0
401,Josh Richardson\richajo01,SG,30,MIA,34,891,10.4,0.56,0.535,0.177,1.8,10.0,5.8,14.0,1.1,1.3,10.2,16.1,,0.5,0.9,1.4,0.073,,-2.0,-0.3,-2.4,-0.1
402,Duncan Robinson\robindu01,SF,29,MIA,41,1172,13.0,0.62,0.669,0.15,1.1,9.5,5.2,16.0,1.1,0.7,11.2,19.2,,1.3,1.1,2.3,0.096,,0.2,-0.8,-0.6,0.4
403,Jerome Robinson\robinje01,SG,26,GSW,6,23,-1.3,0.207,0.571,0.857,4.7,9.5,7.1,5.0,0.0,3.9,0.0,17.6,,-0.1,0.0,-0.1,-0.161,,-11.1,-5.2,-16.3,-0.1
404,Mitchell Robinson\robinmi01,C,25,NYK,21,613,15.9,0.567,0.0,0.388,20.4,18.6,19.5,3.2,2.6,4.1,15.5,9.4,,0.9,1.1,2.0,0.156,,-0.4,1.0,0.5,0.4
405,Orlando Robinson\robinor01,C,23,MIA,18,221,14.7,0.606,0.203,0.271,9.2,22.0,15.5,17.9,1.1,3.1,16.4,15.8,,0.3,0.3,0.6,0.134,,-1.6,1.0,-0.6,0.1
406,Jeremiah Robinson-Earl\robinje02,PF,23,NOP,17,195,12.6,0.634,0.373,0.118,6.3,19.2,12.8,6.2,1.5,1.5,14.4,13.8,,0.2,0.3,0.4,0.107,,-1.3,0.0,-1.3,0.0
407,David Roddy\roddyda01,PF,22,MEM,39,875,8.9,0.504,0.434,0.17,4.3,14.4,9.2,9.0,1.1,0.9,10.7,17.0,,-0.4,0.9,0.4,0.023,,-3.7,-0.9,-4.6,-0.6
408,Ryan Rollins\rolliry01,PG,21,WAS,10,66,22.7,0.631,0.12,0.68,3.2,14.9,8.9,23.6,5.6,3.7,17.7,25.2,,0.1,0.1,0.2,0.138,,0.5,4.3,4.9,0.1
409,Derrick Rose\rosede01,PG,35,MEM,17,304,12.3,0.517,0.258,0.164,2.4,8.6,5.4,30.1,1.1,0.6,13.8,22.4,,0.0,0.2,0.2,0.035,,-1.8,-1.3,-3.1,-0.1
410,Terry Rozier\roziete01,SG,29,CHO,29,1030,19.7,0.578,0.421,0.236,1.7,11.2,6.2,31.1,1.5,1.0,9.3,27.4,,1.9,0.3,2.1,0.1,,4.0,-1.4,2.6,1.2
411,Rayan Rupert\ruperra01,SG,19,POR,14,105,8.0,0.448,0.4,0.2,6.0,15.0,10.2,14.1,0.9,0.0,12.1,19.9,,-0.1,0.1,-0.1,-0.03,,-3.8,-2.9,-6.7,-0.1
412,D'Angelo Russell\russeda01,PG,27,LAL,40,1187,16.6,0.594,0.444,0.16,1.3,8.4,5.0,30.7,1.3,1.6,12.2,22.7,,1.6,1.0,2.6,0.105,,1.9,-0.6,1.3,1.0
413,Matt Ryan\ryanma01,SF,26,NOP,13,298,9.9,0.679,0.819,0.169,1.9,9.2,5.6,6.2,0.8,0.3,15.2,15.2,,0.3,0.2,0.5,0.079,,-0.6,-1.2,-1.8,0.0
414,Domantas Sabonis\sabondo01,C,27,SAC,41,1445,23.1,0.65,0.085,0.396,10.2,30.6,20.1,34.0,1.1,1.4,17.4,22.6,,4.3,1.7,6.0,0.2,,3.8,2.1,5.9,2.9
415,Luka Šamanić\samanlu01,PF,24,UTA,19,121,8.6,0.478,0.364,0.236,6.4,27.6,17.2,4.7,0.4,1.5,12.9,23.9,,-0.2,0.1,-0.1,-0.027,,-5.4,-2.8,-8.2,-0.2
416,Jermaine Samuels\samueje01,SF,25,HOU,6,38,15.5,0.761,0.286,0.286,2.9,19.7,11.3,7.4,1.3,2.5,0.0,8.9,,0.1,0.1,0.2,0.203,,-0.3,2.1,1.8,0.0
417,Adama Sanogo\sanogad01,PF,21,CHI,3,11,32.7,0.926,0.0,1.0,19.6,41.3,30.2,0.0,0.0,0.0,18.8,21.2,,0.1,0.0,0.1,0.286,,9.1,1.7,10.8,0.0
418,Gui Santos\santogu01,PF,21,GSW,5,32,15.1,0.593,0.6,0.6,13.5,24.0,18.7,8.4,0.0,0.0,13.7,19.2,,0.1,0.0,0.1,0.125,,-0.4,-2.8,-3.2,0.0
419,Dario Šarić\saricda01,C,29,GSW,40,834,16.8,0.621,0.51,0.265,7.4,22.3,14.8,16.5,1.5,0.8,13.1,19.5,,1.6,0.8,2.4,0.136,,1.6,0.3,1.9,0.8
420,Olivier Sarr\sarrol01,C,24,OKC,9,68,13.5,0.689,0.455,0.727,10.5,31.2,21.4,3.5,0.0,6.9,12.1,10.5,,0.1,0.1,0.3,0.188,,-2.8,0.9,-2.0,0.0
