Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
108,Anthony Davis\davisan02,C,30,LAL,42,1506,25.8,0.624,0.064,0.426,10.1,26.9,18.8,16.8,1.6,6.1,9.9,26.7,,3.9,2.8,6.7,0.213,,3.6,2.0,5.6,2.9
109,Johnny Davis\davisjo06,SG,21,WAS,19,150,8.0,0.468,0.063,0.104,6.3,8.0,7.1,4.4,2.2,0.5,9.1,15.5,,-0.1,0.0,-0.1,-0.025,,-5.4,-2.1,-7.5,-0.2
110,JD Davison\davisjd01,SG,21,BOS,2,6,15.3,0.532,1.0,2.0,18.4,17.0,17.7,0.0,0.0,0.0,0.0,13.4,,0.0,0.0,0.0,0.204,,-0.7,-1.6,-2.3,0.0
111,Dexter Dennis\dennide01,SG,24,DAL,4,30,18.3,0.541,0.421,0.158,3.6,29.5,16.3,24.0,0.0,2.9,12.9,33.0,,0.0,0.0,0.0,0.001,,1.9,-0.3,1.6,0.0
112,DeMar DeRozan\derozde01,SF,34,CHI,42,1554,18.3,0.56,0.173,0.394,1.7,10.6,6.0,22.6,1.5,1.9,6.8,24.9,,2.9,1.4,4.3,0.134,,1.3,0.0,1.3,1.3
113,Moussa Diabaté\diabamo01,C,22,LAC,10,58,23.7,0.58,0.0,0.667,28.4,11.5,19.7,9.4,3.4,0.0,7.9,19.0,,0.2,0.1,0.3,0.251,,4.2,-1.1,3.1,0.1
114,Mamadi Diakite\diakima01,PF,27,SAS,3,16,30.3,0.785,0.0,1.2,6.6,13.7,10.1,20.1,0.0,5.4,0.0,20.0,,0.1,0.0,0.1,0.337,,7.7,3.5,11.2,0.1
115,Hamidou Diallo\diallha01,SG,25,WAS,2,5,33.0,0.5,0.0,0.0,42.0,0.0,21.4,28.4,18.6,0.0,33.3,25.3,,0.0,0.0,0.0,0.199,,2.6,15.9,18.4,0.0
116,Gradey Dick\dickgr01,SG,20,TOR,22,275,5.6,0.479,0.675,0.188,2.7,7.4,5.0,10.0,1.6,0.0,13.9,15.6,,-0.2,0.1,-0.1,-0.01,,-5.8,-1.1,-6.9,-0.3
117,Ousmane Dieng\diengou01,PF,20,OKC,22,250,9.4,0.552,0.667,0.154,4.3,13.6,9.2,9.5,0.4,0.0,10.7,16.2,,0.1,0.2,0.3,0.058,,-1.9,-1.6,-3.5,-0.1
118,Spencer Dinwiddie\dinwisp01,PG,30,BRK,40,1232,14.4,0.543,0.56,0.334,2.0,10.6,6.2,27.2,1.4,0.6,10.6,19.2,,1.8,0.7,2.5,0.099,,0.2,-0.7,-0.5,0.5
119,Donte DiVincenzo\divindo01,SG,27,NYK,43,953,16.3,0.623,0.723,0.141,3.6,11.8,7.8,14.2,2.5,1.3,10.7,19.4,,1.7,1.3,3.0,0.153,,2.3,1.5,3.8,1.4
120,Luka Dončić\doncilu01,PG,24,DAL,35,1287,27.7,0.613,0.442,0.371,2.0,22.8,12.2,43.1,1.8,1.4,12.6,36.2,,3.8,1.6,5.4,0.2,,8.4,1.1,9.5,3.8
121,Luguentz Dort\dortlu01,SF,24,OKC,40,1151,12.2,0.617,0.562,0.263,5.3,9.9,7.7,5.9,1.5,2.5,9.1,15.3,,1.5,1.3,2.7,0.114,,-0.6,-0.2,-0.7,0.4
122,Ayo Dosunmu\dosunay01,SG,24,CHI,42,972,12.0,0.581,0.411,0.164,3.1,9.1,6.0,13.0,1.5,1.6,10.6,15.8,,0.9,0.8,1.7,0.086,,-1.8,0.1,-1.7,0.1
123,Andre Drummond\drumman01,C,30,CHI,44,703,23.5,0.563,0.008,0.476,22.3,36.5,29.2,5.4,3.8,4.0,14.4,21.7,,0.8,1.7,2.6,0.176,,0.4,0.4,0.8,0.5
124,Chris Duarte\duartch01,SF,26,SAC,34,458,6.1,0.476,0.536,0.192,3.1,12.9,7.9,8.8,1.9,0.4,12.9,14.4,,-0.3,0.4,0.1,0.011,,-5.8,0.1,-5.7,-0.4
125,Kris Dunn\dunnkr01,PG,29,UTA,36,633,13.5,0.542,0.304,0.114,4.0,13.9,9.1,32.0,2.4,2.2,21.0,13.8,,0.6,0.7,1.3,0.098,,-1.1,1.9,0.8,0.4
126,Kevin Durant\duranke01,PF,35,PHO,35,1294,23.9,0.647,0.247,0.363,1.6,17.3,9.8,26.0,1.1,2.9,12.5,30.2,,3.5,1.3,4.8,0.178,,6.0,0.1,6.0,2.6
127,Jalen Duren\durenja01,C,20,DET,27,805,18.6,0.66,0.008,0.238,11.9,31.6,21.5,12.9,0.7,2.5,16.3,17.9,,1.3,0.6,1.9,0.114,,0.0,-0.2,-0.2,0.4
128,Tari Eason\easonta01,PF,22,HOU,22,480,17.2,0.528,0.265,0.175,10.4,23.8,17.2,8.5,3.1,3.7,8.9,20.1,,0.2,1.1,1.3,0.126,,-0.6,2.2,1.6,0.4
129,Anthony Edwards\edwaran01,SG,22,MIN,39,1356,19.4,0.586,0.332,0.348,2.3,14.4,8.8,24.4,1.8,1.4,13.5,32.3,,1.2,2.4,3.5,0.125,,2.6,0.6,3.3,1.8
130,Kessler Edwards\edwarke02,SF,23,SAC,28,138,9.7,0.538,0.61,0.098,4.0,13.4,8.6,6.6,0.7,1.3,2.3,13.5,,0.1,0.1,0.2,0.073,,-1.3,-1.2,-2.6,0.0
131,Keon Ellis\elliske01,SG,24,SAC,28,342,10.9,0.602,0.819,0.205,2.9,9.5,6.1,12.9,2.0,3.2,14.2,13.1,,0.3,0.4,0.6,0.09,,-1.2,1.1,-0.1,0.2
132,Joel Embiid\embiijo01,C,29,PHI,31,1059,34.4,0.649,0.148,0.545,8.2,28.2,18.3,32.3,1.6,4.9,12.1,38.3,,4.6,2.1,6.7,0.306,,8.8,3.6,12.4,3.9
133,Drew Eubanks\eubandr01,C,26,PHO,36,561,14.2,0.637,0.023,0.398,10.8,19.2,15.2,7.7,1.0,4.9,19.1,14.9,,0.6,0.7,1.3,0.107,,-2.6,0.1,-2.5,-0.1
134,Dante Exum\exumda01,PG,28,DAL,30,586,17.3,0.665,0.321,0.207,3.3,13.0,8.1,21.0,1.5,0.7,11.0,17.1,,1.5,0.5,1.9,0.159,,1.3,-0.1,1.2,0.5
135,Bruno Fernando\fernabr01,C,25,ATL,13,84,13.0,0.537,0.111,0.704,8.7,25.4,16.8,6.6,1.1,5.2,16.5,20.7,,0.0,0.1,0.0,0.024,,-4.4,-0.3,-4.7,-0.1
136,Dorian Finney-Smith\finnedo01,PF,30,BRK,39,1108,10.2,0.549,0.673,0.051,6.6,12.0,9.2,5.8,1.2,1.9,8.3,13.4,,0.7,0.7,1.5,0.065,,-1.5,-0.6,-2.2,0.0
137,Malachi Flynn\flynnma01,PG,25,TOT,38,505,10.2,0.536,0.591,0.188,2.8,12.3,7.4,19.7,1.8,1.0,17.8,16.6,,0.0,0.4,0.4,0.038,,-2.8,0.2,-2.6,-0.1
137,Malachi Flynn\flynnma01,PG,25,TOR,31,474,10.1,0.535,0.584,0.161,3.0,12.4,7.6,19.8,1.8,1.1,18.4,16.2,,0.0,0.4,0.4,0.036,,-2.8,0.2,-2.6,-0.1
137,Malachi Flynn\flynnma01,PG,25,NYK,7,31,12.1,0.546,0.667,0.5,0.0,10.6,5.3,18.3,1.6,0.0,12.0,22.7,,0.0,0.0,0.1,0.079,,-3.1,0.2,-2.8,0.0
138,Simone Fontecchio\fontesi01,SF,28,UTA,42,959,10.8,0.593,0.654,0.124,4.6,11.1,7.9,8.4,1.3,1.5,12.8,15.6,,0.6,0.6,1.2,0.062,,-0.8,-0.9,-1.7,0.1
139,Jordan Ford\fordjo01,PG,25,SAC,6,22,16.6,0.761,0.429,0.286,0.0,10.5,5.1,12.7,0.0,0.0,11.3,17.1,,0.1,0.0,0.1,0.149,,3.2,-1.4,1.8,0.0
140,Trent Forrest\forretr01,SG,25,ATL,16,173,7.5,0.431,0.143,0.238,3.0,12.3,7.5,20.8,1.4,0.5,16.2,13.1,,0.0,0.1,0.0,0.003,,-4.5,-0.3,-4.7,-0.1
141,Evan Fournier\fournev01,SG,31,NYK,3,39,2.2,0.287,0.75,0.1,0.0,11.2,5.7,10.1,5.1,0.0,4.6,23.7,,-0.2,0.1,-0.1,-0.105,,-12.2,0.4,-11.8,-0.1
142,De'Aaron Fox\foxde01,PG,26,SAC,35,1247,20.6,0.579,0.388,0.321,2.8,10.6,6.6,26.2,2.2,0.9,9.6,31.7,,2.0,1.2,3.1,0.121,,3.4,-0.8,2.6,1.5
143,Javon Freeman-Liberty\freemja01,PG,24,TOR,1,2,16.2,0.333,0.0,0.0,54.0,0.0,27.6,0.0,0.0,0.0,0.0,64.1,,0.0,0.0,0.0,-0.299,,-7.9,-14.2,-22.1,0.0
144,Alex Fudge\fudgeal01,SF,20,LAL,4,14,-1.9,0.291,0.333,0.333,16.4,0.0,7.9,0.0,0.0,0.0,12.7,24.3,,-0.1,0.0,-0.1,-0.22,,-10.0,-8.1,-18.0,-0.1
145,Markelle Fultz\fultzma01,PG,25,ORL,12,292,11.9,0.486,0.031,0.113,5.8,8.3,7.0,22.2,2.3,1.6,13.6,17.3,,0.0,0.4,0.4,0.063,,-2.5,2.1,-0.4,0.1
146,Daniel Gafford\gaffoda01,C,25,WAS,37,969,19.1,0.708,0.0,0.427,10.6,20.5,15.5,8.2,1.6,6.6,12.7,13.7,,2.3,1.0,3.3,0.163,,-0.8,0.9,0.1,0.5
147,Danilo Gallinari\gallida01,PF-SF,35,TOT,27,401,13.9,0.595,0.492,0.462,3.1,17.7,10.3,11.2,0.7,0.6,7.0,17.9,,0.6,0.1,0.7,0.084,,-0.5,-1.8,-2.3,0.0
147,Danilo Gallinari\gallida01,PF,35,WAS,26,385,13.4,0.581,0.489,0.427,3.3,18.1,10.6,10.7,0.7,0.6,7.2,18.3,,0.5,0.1,0.6,0.072,,-0.9,-1.9,-2.8,-0.1
147,Danilo Gallinari\gallida01,SF,35,DET,1,16,25.2,1.25,1.0,5.0,0.0,7.2,3.5,23.1,0.0,0.0,0.0,8.4,,0.1,0.0,0.1,0.366,,8.0,1.1,9.2,0.0
148,Darius Garland\garlada01,PG,24,CLE,20,680,15.7,0.573,0.324,0.283,2.0,6.9,4.5,26.5,2.3,0.5,17.4,27.7,,0.1,0.9,1.0,0.072,,0.5,-0.5,0.0,0.3
149,Usman Garuba\garubus01,PF,21,GSW,2,6,4.4,0.0,0.0,0.0,0.0,0.0,0.0,19.1,8.1,0.0,0.0,7.0,,0.0,0.0,0.0,0.001,,-7.3,5.6,-1.7,0.0
150,Luka Garza\garzalu01,C,25,MIN,8,22,6.3,0.384,0.313,0.5,22.2,19.4,20.7,14.6,0.0,0.0,9.3,42.9,,-0.1,0.0,-0.1,-0.13,,-13.3,-6.7,-20.0,-0.1
151,Kaiser Gates\gateska01,SF,27,NOP,1,7,-19.6,0.0,0.5,0.0,0.0,15.7,7.9,0.0,0.0,0.0,0.0,24.6,,-0.1,0.0,-0.1,-0.545,,-18.6,-10.1,-28.7,-0.1
152,Keyonte George\georgke01,PG,20,UTA,38,922,10.4,0.52,0.564,0.309,1.6,11.0,6.3,24.4,0.9,0.3,16.6,21.4,,0.0,0.4,0.4,0.019,,-1.5,-2.1,-3.6,-0.3
153,Paul George\georgpa01,PF,33,LAC,39,1358,19.2,0.605,0.483,0.209,2.1,15.7,9.1,16.0,2.3,0.9,9.6,27.1,,2.4,1.7,4.1,0.145,,2.8,0.2,3.0,1.7
154,Taj Gibson\gibsota01,PF,38,NYK,10,97,6.7,0.5,0.286,0.0,6.9,13.5,10.3,6.5,0.5,5.7,12.5,7.0,,0.0,0.1,0.2,0.086,,-5.5,1.5,-3.9,0.0
155,Josh Giddey\giddejo01,SG,21,OKC,41,1023,15.2,0.523,0.265,0.137,6.4,20.9,14.0,25.3,1.5,1.7,16.1,23.4,,0.1,1.5,1.5,0.072,,0.3,0.2,0.4,0.6
156,Harry Giles\gilesha01,C,25,BRK,12,67,17.6,0.526,0.222,0.306,14.0,16.4,15.1,7.5,0.7,4.0,8.9,28.5,,0.0,0.1,0.1,0.05,,-1.0,-1.7,-2.7,0.0
157,Shai Gilgeous-Alexander\gilgesh01,PG,25,OKC,41,1415,30.5,0.648,0.171,0.441,2.9,14.7,9.1,29.8,3.1,2.1,7.7,32.6,,6.4,2.4,8.7,0.297,,7.2,2.6,9.8,4.2
158,Anthony Gill\gillan01,PF,31,WAS,24,147,12.2,0.557,0.244,0.356,9.3,15.6,12.4,9.0,0.9,3.3,17.4,18.1,,0.0,0.1,0.1,0.019,,-3.2,-2.1,-5.3,-0.1
159,Collin Gillespie\gilleco01,PG,24,DEN,14,97,8.1,0.573,0.542,0.208,1.2,4.5,2.9,11.5,2.5,0.0,16.0,14.0,,0.0,0.1,0.1,0.055,,-5.4,0.6,-4.8,-0.1
160,Jacob Gilyard\gilyaja01,PG,25,MEM,25,410,10.6,0.563,0.821,0.012,1.8,5.5,3.6,27.2,1.9,0.7,15.1,10.4,,0.5,0.4,0.9,0.101,,-2.1,0.3,-1.8,0.0
161,Rudy Gobert\goberru01,C,31,MIN,41,1347,18.3,0.646,0.006,0.664,13.1,29.1,21.6,5.3,1.0,5.6,14.0,15.8,,2.3,3.2,5.5,0.195,,-0.4,1.9,1.4,1.2
162,Jordan Goodwin\goodwjo01,PG,25,PHO,35,542,11.7,0.467,0.432,0.148,8.7,15.6,12.3,19.1,1.9,1.3,13.0,17.9,,0.0,0.6,0.6,0.055,,-1.6,0.1,-1.5,0.1
163,Aaron Gordon\gordoaa01,PF,28,DEN,38,1220,16.1,0.585,0.182,0.357,9.7,13.9,11.8,13.1,1.3,1.6,10.5,17.7,,2.0,1.3,3.3,0.129,,0.7,-0.3,0.4,0.7
164,Eric Gordon\gordoer01,SG,35,PHO,36,1095,11.0,0.574,0.632,0.096,1.2,6.6,4.1,10.7,1.5,1.5,10.3,17.2,,0.5,0.8,1.3,0.055,,-1.1,-1.1,-2.2,0.0
165,Devonte' Graham\grahade01,PG,28,SAS,9,83,14.9,0.542,0.692,0.308,2.5,11.9,7.1,30.5,1.7,1.0,9.2,16.4,,0.1,0.1,0.2,0.109,,0.0,0.0,-0.1,0.0
166,Jerami Grant\grantje01,PF,29,POR,37,1254,15.6,0.574,0.328,0.324,2.2,10.3,5.9,12.3,1.1,2.0,9.8,26.1,,1.0,0.7,1.7,0.065,,0.8,-1.2,-0.4,0.5
167,A.J. Green\greenaj01,SG,24,MIL,26,204,11.8,0.62,0.857,0.057,2.8,8.3,5.6,10.0,0.0,0.4,0.0,14.9,,0.5,0.0,0.5,0.119,,0.8,-2.6,-1.7,0.0
168,Danny Green\greenda02,SG,36,PHI,2,18,0.8,0.0,0.5,0.0,0.0,12.1,6.1,6.3,2.7,0.0,0.0,4.7,,0.0,0.0,0.0,-0.023,,-7.4,1.0,-6.4,0.0
169,Draymond Green\greendr01,PF,33,GSW,16,401,14.6,0.623,0.398,0.296,5.9,18.6,12.2,30.7,0.8,2.5,24.2,16.9,,0.6,0.3,0.9,0.108,,1.0,1.9,2.9,0.5
170,Jalen Green\greenja05,SG,21,HOU,42,1271,12.3,0.52,0.442,0.305,1.4,14.8,8.1,16.1,1.0,0.9,11.8,26.5,,-0.8,1.4,0.7,0.025,,-1.2,-0.9,-2.1,0.0
171,Jeff Green\greenje02,PF,37,HOU,40,654,12.1,0.641,0.303,0.552,4.5,9.2,6.8,6.4,0.4,2.9,12.0,15.3,,0.9,0.6,1.6,0.114,,-1.7,0.0,-1.7,0.0
172,Josh Green\greenjo02,SG,23,DAL,29,740,9.3,0.561,0.497,0.183,2.3,10.5,6.3,12.6,1.5,0.6,12.5,12.4,,0.4,0.5,0.9,0.06,,-2.8,-0.4,-3.1,-0.2
173,AJ Griffin\griffaj01,SF,20,ATL,16,129,2.7,0.431,0.738,0.048,1.6,9.6,5.5,3.9,0.4,0.7,12.3,15.5,,-0.2,0.0,-0.2,-0.077,,-5.0,-3.0,-8.0,-0.2
174,Quentin Grimes\grimequ01,SG,23,NYK,40,790,8.8,0.539,0.765,0.086,1.8,7.9,4.9,7.6,1.7,0.4,7.0,14.5,,0.5,0.8,1.3,0.076,,-2.2,0.6,-1.6,0.1
175,Mouhamed Gueye\gueyemo02,PF,21,ATL,2,4,-0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,10.3,,0.0,0.0,0.0,-0.109,,-12.9,3.8,-9.1,0.0
176,Rui Hachimura\hachiru01,PF,25,LAL,30,686,12.9,0.561,0.337,0.233,4.0,12.4,8.4,6.7,1.5,0.9,7.2,20.2,,0.3,0.7,0.9,0.066,,-1.8,-1.0,-2.8,-0.1
177,Tyrese Haliburton\halibty01,PG,23,IND,34,1136,26.3,0.632,0.497,0.241,2.1,12.3,7.1,52.1,1.5,1.5,11.7,26.2,,5.1,0.5,5.6,0.238,,9.5,-0.6,8.9,3.1
178,R.J. Hampton\hamptrj01,PG,22,MIA,8,76,0.9,0.336,0.571,0.143,3.0,6.1,4.5,13.7,0.0,0.0,16.8,10.4,,-0.1,0.0,-0.1,-0.042,,-8.1,-1.5,-9.6,-0.1
179,Tim Hardaway Jr.\hardati02,SF,31,DAL,39,1156,13.8,0.566,0.606,0.199,1.3,12.3,6.7,8.4,0.7,0.1,5.7,24.3,,1.0,0.6,1.6,0.066,,0.7,-2.8,-2.1,0.0
180,James Harden\hardeja01,PG,34,LAC,36,1228,19.5,0.646,0.583,0.44,1.1,13.9,7.7,33.4,1.8,2.3,16.9,20.4,,3.4,1.4,4.8,0.188,,4.2,0.7,4.9,2.1
181,Jaden Hardy\hardyja02,SG,21,DAL,37,586,9.7,0.486,0.513,0.147,2.0,12.7,7.2,14.2,1.0,0.3,8.6,23.5,,-0.4,0.4,-0.1,-0.005,,-2.7,-2.6,-5.2,-0.5
182,Ron Harper Jr.\harpero02,PF,23,TOR,1,4,-0.1,,,,0.0,0.0,0.0,27.9,0.0,0.0,,0.0,,0.0,0.0,0.0,0.1,,-11.7,3.1,-8.7,0.0
183,Gary Harris\harriga01,SG,29,ORL,27,616,10.0,0.573,0.701,0.201,2.4,6.2,4.2,11.1,1.8,0.7,7.7,12.6,,0.6,0.7,1.3,0.104,,-2.2,1.1,-1.1,0.1
184,Joe Harris\harrijo01,SG,32,DET,15,158,5.0,0.502,0.806,0.056,2.1,7.3,4.6,8.0,0.9,1.0,9.8,10.9,,0.0,0.0,0.0,-0.002,,-4.4,-1.1,-5.5,-0.1
185,Kevon Harris\harrike01,SG,26,ORL,1,3,-17.4,,,,0.0,38.3,18.9,0.0,0.0,0.0,100.0,14.3,,0.0,0.0,0.0,-0.388,,-23.7,-3.3,-26.9,0.0
186,Tobias Harris\harrito02,PF,31,PHI,40,1363,16.8,0.607,0.261,0.265,3.4,16.1,9.8,13.6,1.4,1.4,9.4,20.2,,2.3,1.8,4.1,0.143,,1.4,-0.1,1.3,1.1
187,Shaquille Harrison\harrish01,SG,30,MEM,3,6,15.8,0.5,0.0,0.0,0.0,37.8,18.3,0.0,0.0,15.4,0.0,14.3,,0.0,0.0,0.0,0.091,,-0.8,5.2,4.5,0.0
188,Josh Hart\hartjo01,SF,28,NYK,42,1181,10.2,0.535,0.425,0.132,5.0,20.3,12.7,12.6,1.3,0.7,15.0,12.2,,0.6,1.5,2.1,0.086,,-2.0,1.2,-0.8,0.4
189,Isaiah Hartenstein\harteis01,C,25,NYK,43,1099,16.2,0.638,0.016,0.459,14.3,22.3,18.3,10.0,2.2,4.0,18.7,10.5,,2.0,2.0,4.0,0.175,,-0.7,2.4,1.8,1.1
190,Sam Hauser\hausesa01,SF,26,BOS,42,921,11.7,0.615,0.861,0.047,3.6,14.0,9.0,6.3,1.0,1.2,7.0,14.0,,1.2,1.2,2.4,0.124,,0.5,0.2,0.7,0.6
191,Jordan Hawkins\hawkijo01,SG,21,NOP,38,833,12.2,0.573,0.646,0.199,2.9,11.1,7.0,8.9,0.8,0.4,7.6,20.4,,0.8,0.7,1.4,0.083,,0.0,-1.8,-1.7,0.1
192,Jaxson Hayes\hayesja02,C,23,LAL,35,340,8.7,0.653,0.077,0.431,5.4,13.8,9.8,4.7,1.0,3.2,18.9,12.1,,0.1,0.4,0.5,0.069,,-6.1,0.6,-5.5,-0.3
193,Killian Hayes\hayeski01,PG,22,DET,37,913,10.3,0.468,0.255,0.176,1.3,11.6,6.3,26.2,1.8,1.5,13.5,15.3,,0.0,0.4,0.3,0.017,,-3.1,0.0,-3.1,-0.3
194,Gordon Hayward\haywago01,SF,33,CHO,25,798,14.1,0.544,0.205,0.273,3.3,13.6,8.2,21.7,1.7,1.4,13.3,20.8,,0.3,0.3,0.6,0.038,,-1.4,-0.8,-2.2,0.0
195,Scoot Henderson\hendesc01,PG,19,POR,33,902,6.9,0.456,0.327,0.251,3.5,9.4,6.2,26.7,1.1,0.8,19.6,25.7,,-2.1,0.4,-1.7,-0.091,,-5.5,-2.6,-8.1,-1.4
196,Taylor Hendricks\hendrita01,PF,20,UTA,13,181,10.5,0.52,0.603,0.138,6.8,10.7,8.8,4.4,2.4,3.4,12.8,16.2,,0.0,0.2,0.1,0.038,,-2.5,-0.9,-3.4,-0.1
197,Tyler Herro\herroty01,SG,24,MIA,24,817,15.8,0.549,0.435,0.146,2.1,16.7,9.3,20.9,1.7,0.2,10.9,29.2,,-0.2,1.0,0.8,0.05,,1.2,-0.5,0.7,0.5
198,Buddy Hield\hieldbu01,SF,31,IND,43,1125,13.3,0.592,0.695,0.07,3.1,11.6,7.3,12.9,1.4,1.9,10.8,19.4,,1.0,0.5,1.4,0.061,,1.4,-1.2,0.2,0.6
199,Haywood Highsmith\highsha01,PF,27,MIA,29,617,9.8,0.545,0.586,0.159,4.4,11.2,7.8,8.1,2.4,2.4,11.4,12.5,,0.2,0.9,1.0,0.08,,-2.6,1.4,-1.2,0.1
200,Nate Hinton\hintona01,SG,24,HOU,5,26,11.3,0.667,0.556,0.0,8.3,12.3,10.4,5.6,0.0,0.0,10.0,16.6,,0.0,0.0,0.1,0.119,,-0.2,-1.8,-2.0,0.0
201,D'Moi Hodge\hodgedm01,SG,25,LAL,7,41,6.1,0.441,0.8,0.133,0.0,0.0,0.0,16.1,1.2,2.2,5.9,17.8,,0.0,0.0,0.0,-0.015,,-3.9,-2.6,-6.5,0.0
202,Aaron Holiday\holidaa01,PG,27,HOU,40,671,10.8,0.577,0.547,0.132,1.6,10.2,5.9,13.7,1.6,0.4,11.4,16.3,,0.4,0.8,1.2,0.083,,-2.2,0.7,-1.5,0.1
203,Jrue Holiday\holidjr01,PG,33,BOS,39,1313,13.8,0.567,0.432,0.131,4.9,14.3,9.8,18.5,1.2,2.0,14.1,17.2,,1.4,1.8,3.3,0.119,,0.4,1.0,1.4,1.1
204,Justin Holiday\holidju01,SG,34,DEN,25,326,9.9,0.649,0.701,0.0,1.4,8.4,5.0,9.3,2.1,0.3,8.2,9.7,,0.4,0.3,0.7,0.108,,-2.3,0.9,-1.4,0.0
205,Richaun Holmes\holmeri01,C,30,DAL,17,172,12.3,0.51,0.0,0.391,16.1,22.5,19.3,6.9,0.6,3.1,15.6,15.8,,0.1,0.2,0.3,0.071,,-3.6,-1.3,-4.9,-0.1
206,Chet Holmgren\holmgch01,C,21,OKC,42,1264,20.6,0.642,0.349,0.282,5.6,20.2,13.3,13.1,1.0,7.8,11.3,21.9,,2.5,2.2,4.6,0.176,,2.3,1.8,4.1,1.9
207,Jalen Hood-Schifino\hoodsja01,SG,20,LAL,11,84,-0.9,0.313,0.273,0.364,2.7,10.1,6.6,10.6,1.7,1.1,15.5,23.2,,-0.4,0.1,-0.3,-0.2,,-12.1,-2.8,-14.9,-0.3
208,Al Horford\horfoal01,C,37,BOS,35,947,14.0,0.632,0.651,0.067,5.7,20.7,13.5,13.4,0.8,3.3,11.5,11.0,,1.7,1.5,3.2,0.165,,1.3,2.5,3.7,1.4
209,Talen Horton-Tucker\hortota01,PG,23,UTA,30,659,13.2,0.508,0.371,0.204,2.0,10.5,6.3,27.8,2.3,1.5,13.5,23.7,,0.1,0.6,0.6,0.047,,-1.1,0.1,-0.9,0.2
210,Danuel House Jr.\houseda01,SF,30,PHI,26,343,7.3,0.573,0.507,0.352,3.2,9.2,6.3,7.4,1.1,0.5,16.3,12.2,,0.1,0.3,0.4,0.056,,-3.5,-0.6,-4.1,-0.2
211,Caleb Houstan\houstca01,SF,21,ORL,34,537,8.1,0.556,0.931,0.152,4.4,8.1,6.2,5.8,0.9,0.2,7.2,13.3,,0.4,0.5,0.9,0.079,,-1.8,-0.6,-2.3,-0.1
212,Jett Howard\howarje01,SF,20,ORL,11,42,8.8,0.482,0.737,0.211,2.7,11.0,6.8,10.6,0.0,2.2,8.8,23.2,,0.0,0.0,0.0,-0.003,,-0.4,-1.7,-2.1,0.0
213,Kevin Huerter\huertke01,SG,25,SAC,39,929,13.0,0.564,0.609,0.095,2.2,15.4,8.7,14.6,1.3,1.3,6.0,17.6,,1.1,0.8,1.9,0.097,,-0.2,-0.3,-0.5,0.4
214,Jay Huff\huffja01,C,25,DEN,5,12,1.2,0.5,0.5,0.0,0.0,9.1,4.7,11.0,0.0,0.0,20.0,18.1,,0.0,0.0,0.0,-0.069,,-11.0,-2.4,-13.4,0.0
215,De'Andre Hunter\huntede01,SF,26,ATL,24,727,12.0,0.601,0.43,0.283,2.2,12.8,7.3,6.3,1.3,1.1,11.0,18.9,,0.7,0.3,0.9,0.062,,-1.5,-1.2,-2.7,-0.1
216,Bones Hyland\hylanbo01,PG,23,LAC,16,234,8.6,0.508,0.514,0.112,1.0,6.2,3.7,16.8,1.7,0.4,15.1,24.6,,-0.3,0.2,-0.1,-0.018,,-3.6,-1.9,-5.5,-0.2
217,Joe Ingles\inglejo01,SF,36,ORL,29,537,11.4,0.565,0.634,0.163,2.5,13.5,7.9,25.2,2.0,0.5,18.0,12.8,,0.5,0.7,1.3,0.112,,-1.4,1.8,0.4,0.3
218,Brandon Ingram\ingrabr01,SF,26,NOP,39,1293,18.3,0.58,0.243,0.319,2.0,14.0,8.0,26.5,1.2,1.3,11.6,27.1,,1.9,1.4,3.3,0.122,,1.7,-0.5,1.2,1.1
219,Kyrie Irving\irvinky01,SG,31,DAL,26,864,22.6,0.587,0.359,0.22,2.6,14.1,8.2,26.5,1.9,1.2,7.1,29.6,,2.1,0.8,2.9,0.161,,5.5,-0.2,5.3,1.6
220,Jonathan Isaac\isaacjo01,PF,26,ORL,26,352,18.8,0.565,0.431,0.341,8.9,24.2,16.4,4.6,2.8,7.5,7.8,18.7,,0.4,0.8,1.2,0.169,,0.4,3.1,3.4,0.5
221,Jaden Ivey\iveyja01,SG,21,DET,38,1005,14.1,0.558,0.368,0.375,5.5,10.8,8.1,20.3,1.4,2.0,15.1,24.0,,0.3,0.3,0.6,0.031,,-0.7,-1.6,-2.3,-0.1
222,Andre Jackson Jr.\jacksan01,SG,22,MIL,36,411,9.2,0.637,0.466,0.096,10.0,12.0,11.1,10.2,1.0,0.6,20.0,9.8,,0.6,0.2,0.8,0.091,,-2.7,-0.5,-3.2,-0.1
223,Gregory Jackson II\jacksgg01,PF,19,MEM,10,115,16.7,0.607,0.5,0.413,8.3,14.8,11.5,4.2,1.3,4.0,9.9,22.5,,0.1,0.1,0.3,0.11,,0.3,-1.0,-0.7,0.0
224,Isaiah Jackson\jacksis01,C,22,IND,33,454,21.4,0.695,0.014,0.446,12.6,22.5,17.5,8.6,2.3,7.1,12.6,17.4,,1.2,0.6,1.8,0.195,,-0.2,2.0,1.8,0.4
